Season,TeamID,TeamName,PlayerNum,PlayerName,POS,AGE,HT,WT,COLLEGE
2022,PIT,Pittsburgh Maulers,38,Mikey Daniel,FB,25,"6'0""",235,South Dakota State
2022,PIT,Pittsburgh Maulers,44,E.J. Ejiya,LB,26,"6'3""",231,North Texas
2022,PIT,Pittsburgh Maulers,45,Dale Warren,LB,,"6'1""",230,Chattanooga
2022,PIT,Pittsburgh Maulers,48,Mitchell Fraboni,LS,,"6'2""",223,Arizona State
2022,PIT,Pittsburgh Maulers,51,Justin Evans,OL,,"6'4""",310,South Carolina State
2022,PIT,Pittsburgh Maulers,52,Blair Brown,LB,27,"5'11""",238,Ohio
2022,PIT,Pittsburgh Maulers,56,Eric Assoua,DE,25,"6'2""",250,Western Michigan
2022,PIT,Pittsburgh Maulers,58,Brayden Patton,OL,24,"6'5""",309,Northern Illinois
2022,PIT,Pittsburgh Maulers,62,Abdul Beecham,OL,25,"6'2""",321,Kansas State
2022,PIT,Pittsburgh Maulers,67,Jon Dietzen,G,25,"6'4""",312,Wisconsin
2022,PIT,Pittsburgh Maulers,68,Chidi Okeke,T,25,"6'6""",315,Tennessee State
2022,PIT,Pittsburgh Maulers,72,Charles Baldwin,T,,"6'5""",305,Youngstown State
2022,PIT,Pittsburgh Maulers,74,Nico Falah,OL,27,"6'4""",301,USC
2022,PIT,Pittsburgh Maulers,78,Vadal Alexander,OL,28,"6'5""",336,LSU
2022,PIT,Pittsburgh Maulers,85,Hunter Thedford,TE,25,"6'6""",260,Utah
2022,PIT,Pittsburgh Maulers,89,Tre Walker,WR,,"5'11""",180,San Jose State
2022,PIT,Pittsburgh Maulers,90,Ethan Westbrooks,DT,31,"6'4""",287,West Texas A&M
2022,PIT,Pittsburgh Maulers,91,Boogie Roberts,DT,,"6'2""",290,San Jose State
2022,PIT,Pittsburgh Maulers,92,Jeremiah Pharms Jr.,DT,,"6'3""",301,Friends
2022,PIT,Pittsburgh Maulers,94,Olive Sagapolu,DT,25,"6'2""",341,Wisconsin
2022,PIT,Pittsburgh Maulers,95,Nasir Player,DE,25,"6'5""",271,East Tennessee State
2022,PIT,Pittsburgh Maulers,97,Darrius Moragne,DT,,"6'5""",295,Kansas
2022,PIT,Pittsburgh Maulers,99,Carlo Kemp,DE,24,"6'5""",240,Michigan
2022,TBB,Tampa Bay Bandits,0,Eli Rogers,WR,29,"5'10""",187,Louisville
2022,TBB,Tampa Bay Bandits,0,Tyler Catalina,T,29,"6'6""",315,Georgia
2022,TBB,Tampa Bay Bandits,0,Adam Shuler,DE,,"6'5""",285,Florida
2022,TBB,Tampa Bay Bandits,0,T.J. Neal,LB,22,"6'1""",230,Wofford
2022,TBB,Tampa Bay Bandits,1,John Franklin III,WR,27,"6'1""",185,Florida Atlantic
2022,TBB,Tampa Bay Bandits,2,Rashard Causey,CB,25,"6'0""",195,UCF
2022,TBB,Tampa Bay Bandits,3,Brady White,QB,25,"6'1""",215,Memphis
2022,TBB,Tampa Bay Bandits,4,Derrick Dillon,WR,26,"5'11""",179,LSU
2022,TBB,Tampa Bay Bandits,6,Christian Sam,LB,25,"6'2""",240,Arizona State
2022,TBB,Tampa Bay Bandits,7,Christian Campbell,CB,26,"6'1""",195,Penn State
2022,TBB,Tampa Bay Bandits,8,Zac Dawe,DE,,"6'4""",271,Brigham Young
2022,TBB,Tampa Bay Bandits,9,Rannell Hall,CB,29,"6'1""",201,UCF
2022,TBB,Tampa Bay Bandits,10,Jordan Ta'amu,QB,24,"6'3""",221,Ole Miss
2022,TBB,Tampa Bay Bandits,11,Derrick Willies,WR,27,"6'4""",210,Texas Tech
2022,TBB,Tampa Bay Bandits,12,Tyler Rausa,K,,"5'9""",180,Boise State
2022,TBB,Tampa Bay Bandits,13,Vinny Papale,WR,25,"6'1""",205,Delaware
2022,TBB,Tampa Bay Bandits,16,Brandon Wright,K,25,"5'10""",175,Georgia State
2022,TBB,Tampa Bay Bandits,17,Jordan Lasley,WR,25,"6'2""",206,UCLA
2022,TBB,Tampa Bay Bandits,20,Obi Melifonwu,S,28,"6'4""",224,Connecticut
2022,TBB,Tampa Bay Bandits,21,Delrick Abrams Jr.,CB,25,"6'3""",195,Colorado
2022,TBB,Tampa Bay Bandits,22,Anthony Cioffi,S,27,"6'0""",200,Rutgers
2022,TBB,Tampa Bay Bandits,25,Keith Mumphery,WR,29,"6'0""",215,Michigan State
2022,TBB,Tampa Bay Bandits,28,BJ Emmons,RB,24,"5'11""",215,Florida Atlantic
2022,TBB,Tampa Bay Bandits,29,Juwan Washington,RB,25,"5'6""",190,San Diego State
2022,TBB,Tampa Bay Bandits,30,Quenton Meeks,CB,25,"6'2""",200,Stanford
2022,TBB,Tampa Bay Bandits,40,Stephen Griffin,S,,"6'3""",206,North Carolina State
2022,TBB,Tampa Bay Bandits,41,Greg Reaves,LB,25,"6'2""",241,South Florida
2022,TBB,Tampa Bay Bandits,42,Antonio Reed,S,24,"6'0""",212,Nebraska
2022,TBB,Tampa Bay Bandits,43,Emmanuel Beal,LB,26,"6'0""",223,Oklahoma
2022,TBB,Tampa Bay Bandits,44,Ryan DiSalvo,LS,28,"6'4""",245,San Jose State
2022,TBB,Tampa Bay Bandits,50,Mekhi Brown,DE,,"6'5""",241,Tennessee State
2022,TBB,Tampa Bay Bandits,51,Damien Mama,OL,26,"6'3""",334,USC
2022,TBB,Tampa Bay Bandits,55,Michael Scott,DE,25,"6'5""",240,Oklahoma State
2022,TBB,Tampa Bay Bandits,56,Travis Feeney,LB,29,"6'4""",240,Washington
2022,TBB,Tampa Bay Bandits,61,Bruno Reagan,OL,25,"6'3""",335,Vanderbilt
2022,TBB,Tampa Bay Bandits,64,Fred Lauina,G,26,"6'4""",315,Oregon State
2022,TBB,Tampa Bay Bandits,65,Corbin Kaufusi,T,29,"6'9""",320,Brigham Young
2022,TBB,Tampa Bay Bandits,70,Matthew Burrell Jr.,OL,,"6'4""",310,Ohio State
2022,TBB,Tampa Bay Bandits,72,Jalen Booth,T,,"6'4""",375,Indiana State
2022,TBB,Tampa Bay Bandits,73,Juwann Bushell-Beatty,T,25,"6'6""",318,Michigan
2022,TBB,Tampa Bay Bandits,77,Jarron Jones,T,28,"6'6""",315,Notre Dame
2022,TBB,Tampa Bay Bandits,81,Rashard Davis,WR,26,"5'9""",175,James Madison
2022,TBB,Tampa Bay Bandits,85,Cheyenne O'Grady,TE,25,"6'4""",245,Arkansas
2022,TBB,Tampa Bay Bandits,88,De'Quan Hampton,TE,27,"6'3""",223,USC
2022,TBB,Tampa Bay Bandits,90,Austrian Robinson,DT,26,"6'3""",300,Ole Miss
2022,TBB,Tampa Bay Bandits,94,Daylon Mack,DT,25,"6'1""",340,Texas A&M
2022,TBB,Tampa Bay Bandits,97,Reggie Howard,DT,26,"6'3""",290,Toledo
2022,TBB,Tampa Bay Bandits,99,John Atkins,DT,29,"6'3""",320,Georgia
